Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary
Yakuza 2,"Dec 07, 2006",['Sega'],4.0,331.0,331.0,"['Adventure', 'Brawler', 'RPG', 'Simulator', 'Sport']","Yakuza 2 plunges you once more into the violent Japanese underworld. In intense brutal clashes with rival gangs, the police, and the Korean mafia, you will have opportunities to dole out more brutal punishment. As the heroic Kazuma Kiryu from the original Yakuza, explore Tokyo and now Osaka. Wander through the back alleys of Japan's underworld while trying to prevent an all-out gang war in over 16 complex, cinematic chapters written by Hase Seishu, the famous Japanese author who also wrote the first Yakuza. Endless conflicts and surprise plot twists will immerse you in a dark shadowy world where only the strongest will survive."
F-Zero X,"Jul 14, 1998","['Nintendo EAD', 'Nintendo']",3.9,354.0,354.0,"['Arcade', 'Racing']","It's you against 29 other machines competing for the title of F-Zero X Champion. You're racing at speeds of over 1,000 km/h high above the atmosphere. Your competition comes from every corner of the galaxy and won't shed a tear at the thought of smashing you off the track. With four-player simultaneous gameplay and the Rumble Pak accessory, you have the fastest racing game on the N64 system!"
Chibi-Robo!,"Jun 23, 2005","['Nintendo', 'Skip Ltd.']",4.1,386.0,386.0,"['Adventure', 'Platform']","Like most families, the Sandersons bicker about money and cleaning. Unlike most families, though, they also have robotic spiders, aliens, and talking toys to worry about. Enter Chibi-Robo, a tiny robot programmed to spread happiness. Join him on his quest to restore order to the Sanderson house and SAVE THE WORLD!"
Super Mario Sunshine,"Sep 18, 2020","['Nintendo EAD', 'Nintendo']",3.7,19.0,19.0,"['Adventure', 'Platform']","A port of Super Mario Sunshine included in Super Mario 3D All-Stars, featuring updated textures and high-definition, widescreen visuals.
             

              Time to hit the beach! Mario travels to the beautiful Isle Delfino for a tropical vacation with his friends, but instead finds himself teaming up with trusty F.L.U.D.D. to uncover a shadowy plot and the master puppeteer behind it all. His newfound friend also allows Mario to traverse worlds in all sorts of unique ways thanks to its wonderful water pump!"
RimWorld,"Oct 17, 2018",['Ludeon Studios'],4.2,149.0,149.0,"['Indie', 'Real Time Strategy', 'Simulator', 'Strategy']","A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more."
Professor Layton and the Miracle Mask,"Feb 26, 2011","['Level-5', 'Nintendo']",3.7,192.0,192.0,"['Point-and-Click', 'Puzzle', 'Visual Novel']","Professor Layton's first adventure on the Nintendo 3DS system takes him to the colorful city of Monte d'Or, where he must stop a mysterious man from wreaking havoc with the powerful Mask of Chaos.
             

              Unravel new details about Professor Layton's past alongside Luke, assistant Emmy Altava, and a whole new cast of characters in this riveting story. Wrack your brain with hundreds of puzzles weaving their way throughout the story. In addition, download free daily puzzles for a year!
             

              With a robust hint system to help players of all experience levels, and an epic tale packed to the brim with all-new puzzles, Professor Layton makes his triumphant return-only for Nintendo 3DS."
Mega Man X5,"Nov 30, 2000","['Capcom Production Studio 3', 'Capcom']",3.2,334.0,334.0,"['Adventure', 'Platform', 'Shooter']","Mega Man returns for more wild action in MEGA MAN X5. This time around, terrorists have attacked an asteroid colony and turned off its artificial gravity. Now, it is up to Mega Man and his friend Zero to defeat the terrorists, turn the gravity on, and keep the colony from crashing into the Earth. The gameplay is what fans of the series have come to expect: Mega Man must use his blasters and bombs to make his way through eight levels of running, jumping, and shooting action. If you decide to play as Zero, you will have to use a plasma sword and some cunning to get through the same levels. In either case, the characters will have to face tough bosses that have unique abilities. Once a boss is defeated, Mega Man and Zero can utilize the boss's talents. Only Mega Man and Zero can save the colony and the Earth in MEGA MAN X5."
Tokyo Necro,"Jan 29, 2016","['Nitroplus', 'JAST USA']",4.6,21.0,21.0,"['Adventure', 'Visual Novel']","Nemo ante mortem beatus.
              
              ""Nobody can be called happy before their death.""
              
              (Herodotus, ""Histories"")
             

              - The era of ""Necromancers"" has come.
             

              The protagonists, Kibanohara Ethica and Nagaoka Souun, are young ""Private Special Living Dead Stalkers"". By practicing a special kind of martial art called ""Close Quarter Armed Martial Arts"", both of them have achieved great heights in their career.
              
              Out on a mission one day, Souun becomes involved in a fierce battle and meets a young girl. Remembering nothing but her name, ""Hougyou Ilia"", she has become the target of a mysterious group of necromancers.
              
              The ice-cold Tokyo of gunpowder smoke, living dead, crime and cybernetics. Now begins the battle of the living dead stalkers and the heroine with their lives at stake."
Disney Dreamlight Valley,"Sep 06, 2022",['Gameloft'],3.5,130.0,130.0,"['Adventure', 'RPG', 'Simulator']",Explore a world filled with the magic of Disney as you discover rich stories and build the perfect neighbourhood alongside Disney and Pixar Heroes and Villains in this new life-sim adventure game. Welcome to Disney Dreamlight Valley.
Mega Man 7,"Mar 24, 1995",['Capcom'],3.5,405.0,405.0,"['Adventure', 'Platform', 'Shooter']","Mega Man 7 is an action platform video game developed and published by Capcom for the Super Nintendo Entertainment System. It is the seventh game in the original Mega Man series. The game was released in Japan on March 24, 1995 and was localized later in the year in North America and Europe."
Figment,"Sep 22, 2017",['Bedtime Digital Games'],2.8,124.0,124.0,"['Adventure', 'Indie', 'Music', 'Platform', 'Puzzle']","Figment is a surreal and isometric adventure game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares."
"Flower, Sun, and Rain: Murder and Mystery in Paradise","Mar 06, 2008","['h.a.n.d. Inc.', 'Marvelous Entertainment']",4.2,178.0,178.0,"['Adventure', 'Puzzle']","Flower, Sun and Rain on Nintendo DS is a port of the PlayStation 2 puzzle adventure game developed by Suda 51. It features touch-screen controls, new costumes, and 100 additional ""Lost and Found"" puzzles."
Professor Layton vs. Phoenix Wright: Ace Attorney,"Nov 29, 2012","['Level-5', 'Nintendo']",3.6,275.0,275.0,"['Adventure', 'Puzzle', 'Strategy', 'Visual Novel']","Join forces with expert investigator Professor Layton and ace attorney Phoenix Wright in this unbelievable crossover adventure! Find out what new twists they bring to the courtroom as they solve puzzles and debunk witnesses’ lies. Cross-examine multiple witnesses at the same time to uncover the mysteries of the magical city of Labyrinthia.
             

              In a medieval town where the people live in fear of witchcraft and those who wield it, Professor Layton and Phoenix Wright, along with their assistants Luke and Maya, join forces to face a perilous journey filled with harrowing mysteries that cannot be solved with mere logic.
             

              Investigate the city of Labyrinthia and gather information from its townspeople by solving puzzles, then prove your client’s innocence in court. In new group cross-examinations, you’ll pit one witness’ testimony against another’s to get the story straight, then literally rewrite history alongside the greatest puzzle-solving duo Labyrinthia has ever known."
Metal Gear Solid: The Twin Snakes,"Mar 09, 2004","['Konami', 'Silicon Knights']",3.6,267.0,267.0,['Adventure'],"The Twin Snakes features graphical improvements over the original, new cutscenes written and directed by Ryuhei Kitamura, and gameplay functions originally introduced in Metal Gear Solid 2: Sons of Liberty. The game also includes a revised translation with re-recorded voice acting using all of the original English voice cast. Hideo Kojima and Shigeru Miyamoto oversaw development of the game. It was also intended to allow the player to play Metal Gear Solid as it was meant to be played"
